status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
2,24,3,2,2910,2,4,2,5,1,1,1,34,3,1,1,4,1,2,1,1
2,18,3,3,2659,5,3,4,5,1,2,2,28,3,3,1,3,1,1,1,1
1,18,1,1,1028,2,3,4,2,1,3,4,36,3,3,2,3,1,1,1,1
2,8,1,1,3398,2,4,1,5,1,4,4,39,3,3,2,2,1,1,2,1
1,12,1,3,5801,1,5,2,5,1,4,3,49,3,2,1,3,1,2,1,1
1,24,3,1,1525,5,4,4,2,1,3,2,34,3,3,1,3,2,2,1,1
4,36,3,4,4473,2,5,4,5,1,2,2,31,3,3,1,3,1,1,1,1
3,6,3,4,1068,2,5,4,5,1,4,2,28,3,3,1,3,2,1,1,1
2,24,1,2,6615,2,1,2,5,1,4,1,75,3,1,2,4,1,2,1,1
1,18,1,7,1864,3,3,4,2,1,2,4,30,3,3,2,3,1,1,1,0
3,60,3,1,7408,3,2,4,2,1,2,3,24,3,3,1,4,1,1,1,0
1,48,1,2,11590,3,3,2,2,1,4,2,24,1,2,2,2,1,1,1,0
2,24,2,3,4110,2,5,3,5,1,4,1,23,1,2,2,3,2,1,1,0
2,6,1,3,3384,2,3,1,1,1,4,4,44,3,2,1,4,1,2,1,0
3,13,3,4,2101,2,2,2,2,3,4,3,23,3,3,1,2,1,1,1,1
2,15,3,5,1275,1,3,4,2,1,2,2,24,3,2,1,3,1,1,1,0
2,24,3,3,4169,2,3,4,5,1,4,3,28,3,3,1,3,1,1,1,1
3,10,3,3,1521,2,3,4,1,1,2,2,31,3,3,1,2,1,1,1,1
3,24,1,7,5743,2,2,2,2,1,4,1,24,3,1,2,3,1,2,1,1
2,21,3,3,3599,2,4,1,2,1,4,2,26,3,2,1,2,1,1,1,1
3,18,3,4,3213,4,2,1,3,1,3,4,25,3,2,1,3,1,1,1,1
3,18,3,10,4439,2,5,1,5,2,1,4,33,1,3,1,4,1,2,1,1
4,10,3,1,3949,2,2,1,5,3,1,3,37,3,3,1,2,2,1,1,1
1,15,1,4,1459,2,3,4,2,1,2,2,43,3,3,1,2,1,1,1,1
3,13,1,4,882,2,2,4,5,3,4,4,23,3,3,2,3,1,1,1,1
3,24,3,4,3758,4,1,1,2,1,4,1,23,3,2,1,1,1,1,1,1
1,6,0,10,1743,3,3,1,5,1,2,4,34,3,3,2,2,1,1,1,1
3,9,1,7,1136,5,5,4,5,1,3,1,32,3,1,2,3,2,1,1,0
1,9,3,5,1236,2,2,1,2,1,4,4,23,3,2,1,3,1,2,1,1
3,9,3,3,959,2,3,1,2,1,2,2,29,3,3,1,3,1,1,2,0
1,18,1,2,3229,1,1,2,5,1,4,1,38,3,3,1,4,1,2,1,1
2,12,2,4,6199,2,3,4,5,1,2,3,28,3,2,2,3,1,2,1,0
1,10,3,7,727,4,5,4,5,1,4,1,46,3,1,1,3,1,2,1,1
3,24,3,1,1246,2,2,4,5,1,2,4,23,2,3,1,2,1,1,1,0
1,12,1,4,2331,1,5,1,5,2,4,4,49,3,3,1,3,1,2,1,1
1,36,0,4,4463,2,3,4,5,1,2,2,26,3,3,2,4,1,2,1,0
1,12,3,4,776,2,3,4,3,1,2,4,28,3,3,1,3,1,1,1,1
2,30,3,3,2406,2,4,4,2,1,4,4,23,3,2,1,3,1,1,1,0
3,18,3,7,1239,1,3,4,5,1,4,1,61,3,1,1,3,1,1,1,1
4,12,3,4,3399,1,5,2,5,1,3,2,37,3,3,1,4,1,1,1,1
4,12,0,1,2247,2,3,2,2,1,2,2,36,2,3,2,3,1,2,1,1
1,6,3,3,1766,2,3,1,3,1,2,3,21,3,2,1,3,1,1,1,1
2,18,3,3,2473,2,1,4,5,1,1,2,25,3,3,1,1,1,1,1,0
1,12,3,10,1542,2,4,2,5,1,4,2,36,3,3,1,3,1,2,1,1
1,18,1,2,3850,2,4,3,5,1,1,2,27,3,3,2,3,1,1,1,1
2,18,3,3,3650,2,2,1,2,1,4,2,22,3,2,1,3,1,1,1,1
2,36,3,3,3446,2,5,4,5,1,2,2,42,3,3,1,3,2,1,1,0
3,18,3,3,3001,2,4,2,2,1,4,4,40,3,2,1,3,1,1,1,1
1,36,3,1,3079,1,3,4,5,1,4,4,36,3,3,1,3,1,1,1,1
1,18,1,4,6070,2,5,3,5,1,4,2,33,3,3,2,3,1,2,1,1
1,10,1,3,2146,2,2,1,2,1,3,4,23,3,2,2,3,1,1,1,1
1,60,1,1,13756,1,5,2,5,1,4,1,63,1,1,1,4,1,2,1,1
3,60,4,0,14782,3,5,3,2,1,4,1,60,1,1,2,4,1,2,1,0
2,48,4,10,7685,2,4,2,2,3,4,2,37,3,2,1,3,1,1,1,0
1,18,0,4,2320,2,1,2,3,1,3,4,34,3,3,2,3,1,1,1,1
1,7,0,4,846,1,5,3,5,1,4,1,36,3,1,1,3,1,1,1,1
3,36,3,1,14318,2,5,4,5,1,2,1,57,3,1,1,4,1,2,1,0
1,6,1,1,362,3,3,4,2,1,4,2,52,3,3,2,2,1,1,1,1
2,20,3,3,2212,1,4,4,5,1,4,2,39,3,3,1,3,1,2,1,1
3,18,3,2,12976,2,1,3,2,1,4,1,38,3,1,1,4,1,2,1,0
1,22,3,1,1283,1,4,4,2,1,4,3,25,3,2,1,3,1,1,1,1
4,12,3,1,1330,2,2,4,5,1,1,4,26,3,3,1,3,1,1,1,1
1,30,0,10,4272,3,3,2,5,1,2,3,26,3,3,2,2,1,1,1,1
1,18,1,4,2238,2,3,2,2,1,1,2,25,3,3,2,3,1,1,1,1
1,18,3,4,1126,1,2,4,2,1,2,4,21,3,2,1,3,1,2,1,1
3,18,1,3,7374,2,1,4,5,1,4,3,40,2,3,2,4,1,2,1,1
3,15,1,10,2326,4,3,2,5,1,4,2,27,1,3,1,3,1,1,1,1
1,9,3,10,1449,2,4,3,2,1,2,2,27,3,3,2,3,1,1,1,1
1,18,3,1,1820,2,3,2,3,1,2,3,30,3,3,1,4,1,2,1,1
3,12,3,3,983,5,2,1,2,1,4,4,19,3,2,1,2,1,1,1,1
2,36,3,1,3249,2,4,2,5,1,4,1,39,1,1,1,4,2,2,1,1
2,6,1,4,1957,2,4,1,2,1,4,2,31,3,3,1,3,1,1,1,1
1,9,1,3,2406,2,1,2,5,1,3,2,31,3,3,1,4,1,1,1,1
3,39,0,7,11760,3,4,2,5,1,3,1,32,3,2,1,3,1,2,1,1
2,12,3,3,2578,2,1,3,2,1,4,1,55,3,1,1,4,1,1,1,1
2,36,1,3,2348,2,3,3,3,1,2,3,46,3,3,2,3,1,2,1,1
3,12,3,1,1223,2,5,1,1,1,1,4,46,3,2,2,3,1,1,1,0
1,24,1,4,1516,5,3,4,2,1,1,4,43,3,3,2,2,1,1,1,1
1,18,3,4,1473,2,2,3,3,1,4,4,39,3,3,1,3,1,2,1,1
3,18,1,10,1887,1,3,4,3,1,4,4,28,1,3,2,3,1,1,1,1
1,24,0,10,8648,2,2,2,5,1,2,2,27,1,3,2,3,1,2,1,0
1,14,0,1,802,2,3,4,5,1,2,2,27,3,3,2,2,1,1,1,1
3,18,0,1,2899,1,5,4,5,1,4,2,43,3,3,1,3,2,1,1,1
3,24,3,4,2039,2,2,1,3,1,1,3,22,3,3,1,3,1,2,1,0
1,24,1,2,2197,1,4,4,5,1,4,2,43,3,3,2,3,2,2,1,1
2,15,3,4,1053,2,2,4,3,1,2,4,27,3,3,1,3,1,1,2,1
1,24,3,4,3235,4,5,3,1,1,2,2,26,3,3,1,4,1,2,1,1
4,12,1,1,939,4,4,4,3,1,2,4,28,3,3,3,3,1,2,1,0
3,24,3,4,1967,2,5,4,2,1,4,2,20,3,3,1,3,1,2,1,1
1,33,1,2,7253,2,4,3,5,1,2,2,35,3,3,2,4,1,2,1,1
1,12,1,10,2292,2,1,4,5,1,2,2,42,2,3,2,4,1,2,1,0
1,10,3,1,1597,4,3,3,5,1,2,1,40,3,2,1,2,2,1,2,1
2,24,3,1,1381,1,3,4,2,1,2,3,35,3,3,1,3,1,1,1,0
1,36,1,2,5842,2,5,2,5,1,2,3,35,3,3,2,3,2,2,1,1
2,12,3,1,2579,2,2,4,5,1,1,4,33,3,3,1,2,2,1,1,0
2,18,0,7,8471,1,3,1,2,1,2,2,23,3,2,2,3,1,2,1,1
1,21,3,1,2782,4,4,1,2,1,2,2,31,1,3,1,4,1,1,1,1
3,18,3,1,1042,1,3,4,2,1,2,3,33,3,3,1,3,1,1,1,0
1,15,3,1,3186,5,4,2,2,1,3,2,20,3,2,1,3,1,1,1,1
3,12,3,2,2028,1,3,4,5,1,2,2,30,3,3,1,3,1,1,1,1
3,12,1,1,958,2,4,2,5,1,3,4,47,3,3,2,2,2,1,1,1
1,21,0,3,1591,3,4,4,5,1,3,4,34,3,3,2,4,1,1,1,1
3,12,3,3,2762,1,5,1,2,1,2,3,25,1,3,1,3,1,2,1,0
3,18,3,2,2779,2,3,1,3,1,3,2,21,3,2,1,3,1,2,1,1
1,28,1,4,2743,2,5,4,5,1,2,2,29,3,3,2,3,1,1,1,1
1,18,1,4,1149,5,3,4,5,1,3,4,46,3,3,2,3,1,1,1,1
1,9,3,3,1313,2,5,1,5,1,4,2,20,3,3,1,3,1,1,1,1
2,18,1,6,1190,2,1,2,2,1,4,1,55,3,1,3,1,2,1,1,0
1,5,3,10,3448,2,4,1,5,1,4,4,74,3,3,1,2,1,1,1,1
3,24,3,0,11328,2,3,2,5,2,3,2,29,1,3,2,4,1,2,1,0
2,6,1,3,1872,2,1,4,5,1,4,1,36,3,1,3,4,1,2,1,1
1,24,1,6,2058,2,3,4,1,1,2,4,33,3,3,2,3,1,2,1,1
2,9,3,3,2136,2,3,3,5,1,2,4,25,3,3,1,3,1,1,1,1
3,12,3,4,1484,1,3,2,3,1,1,4,25,3,3,1,3,1,2,1,0
1,6,3,6,660,4,4,2,3,1,4,4,23,3,2,1,2,1,1,1,1
1,24,1,1,1287,5,5,4,2,1,4,4,37,3,3,2,3,1,2,1,1
2,42,1,6,3394,2,1,4,5,2,4,2,65,3,3,2,1,1,1,1,1
4,12,4,10,609,2,2,4,2,1,1,4,26,3,3,1,1,1,1,1,0
1,12,3,1,1884,2,5,4,5,1,4,2,39,3,3,1,4,1,2,1,1
2,12,3,3,1620,2,3,2,2,2,3,3,30,3,3,1,3,1,1,1,1
3,20,0,0,2629,2,3,2,5,1,3,2,29,1,3,2,3,1,2,1,1
1,12,3,7,719,2,5,4,5,1,4,2,41,1,3,1,2,2,1,1,0
3,48,1,3,5096,2,3,2,2,1,3,2,30,3,3,1,4,1,2,1,0
1,9,1,7,1244,1,5,4,2,1,4,3,41,3,2,2,2,1,1,1,1
2,36,3,1,1842,2,2,4,2,1,4,2,34,3,3,1,3,1,2,1,0
3,7,3,4,2576,2,3,2,5,3,2,4,35,3,3,1,3,1,1,1,1
4,12,3,3,1424,1,5,3,2,1,4,4,55,3,3,1,4,1,2,1,1
3,15,0,6,1512,5,3,3,3,1,3,3,61,2,3,2,3,1,1,1,0
1,36,1,2,11054,1,3,4,5,1,2,2,30,3,3,1,4,1,2,1,1
1,6,3,4,518,2,3,3,2,1,1,4,29,3,3,1,3,1,1,1,1
1,12,2,3,2759,2,5,2,5,1,4,3,34,3,3,2,3,1,1,1,1
1,24,3,2,2670,2,5,4,5,1,4,2,35,3,3,1,4,1,2,1,1
2,24,3,1,4817,2,4,2,5,2,3,3,31,3,3,1,3,1,2,1,0
1,24,3,2,2679,2,2,4,2,1,1,1,29,3,3,1,4,1,2,1,1
2,11,1,1,3905,2,3,2,5,1,2,4,36,3,2,2,3,2,1,1,1
2,12,3,2,3386,2,5,3,5,1,4,1,35,3,1,1,3,1,2,1,0
2,6,3,5,343,2,2,4,2,1,1,4,27,3,3,1,3,1,1,1,1
1,18,3,4,4594,2,2,3,5,1,2,2,32,3,3,1,3,1,2,1,1
2,36,3,3,3620,2,3,1,5,3,2,3,37,3,3,1,3,2,1,1,1
2,15,3,1,1721,2,2,2,5,1,3,4,36,3,3,1,3,1,1,1,1
3,12,3,3,3017,2,2,3,2,1,1,4,34,3,2,1,4,1,1,1,1
3,12,3,9,754,1,5,4,5,1,4,3,38,3,3,2,3,1,1,1,1
1,18,3,10,1950,2,4,4,5,1,1,2,34,2,3,2,3,1,2,1,1
2,24,3,2,2924,2,3,3,5,3,4,1,63,1,3,1,3,2,2,1,1
2,24,0,4,1659,2,2,4,2,1,2,2,29,3,2,1,2,1,2,1,0
1,48,0,4,7238,1,5,3,5,1,3,2,32,1,3,2,3,2,1,1,1
1,33,0,10,2764,2,3,2,2,1,2,2,26,3,3,2,3,1,2,1,1
1,24,0,2,4679,2,4,3,5,1,3,2,35,3,3,2,2,1,2,1,1
3,24,3,4,3092,3,2,3,3,1,2,2,22,3,2,1,3,1,2,1,0
2,6,3,7,448,2,2,4,2,1,4,3,23,3,3,1,3,1,1,1,0
2,9,3,1,654,2,3,4,5,1,3,2,28,3,3,1,2,1,1,1,0
1,6,3,9,1238,1,1,4,5,1,4,3,36,3,3,1,4,2,2,1,1
3,18,1,4,1245,2,3,4,3,1,2,2,33,3,3,1,3,1,1,1,0
2,18,2,3,3114,2,2,1,2,1,4,3,26,3,2,1,3,1,1,1,0
1,39,3,2,2569,4,3,4,5,1,4,2,24,3,3,1,3,1,1,1,1
4,24,3,4,5152,2,4,4,5,1,2,2,25,1,3,1,3,1,1,1,1
3,12,3,10,1037,3,4,3,5,1,4,4,39,3,3,1,2,1,1,1,1
2,15,1,3,1478,2,5,4,5,1,4,2,44,3,3,2,3,2,2,1,1
3,12,1,4,3573,2,3,1,2,1,1,4,23,3,3,1,2,1,1,1,1
3,24,3,1,1201,2,2,4,5,1,1,3,26,3,3,1,3,1,1,1,1
2,30,3,3,3622,5,5,4,2,1,4,3,57,3,2,2,3,1,2,1,1
1,15,0,3,960,5,4,3,2,1,2,3,30,3,3,2,3,1,1,1,1
1,12,1,1,1163,4,3,4,5,1,4,4,44,3,3,1,3,1,2,1,1
3,6,0,1,1209,2,1,4,5,1,4,3,47,3,3,1,4,1,2,1,0
1,12,3,4,3077,2,3,2,5,1,4,2,52,3,3,1,3,1,2,1,1
1,24,3,1,3757,2,5,4,2,2,4,1,62,3,1,1,3,1,2,1,1
1,10,3,1,1418,3,3,3,5,1,2,4,35,3,2,1,2,1,1,2,1
1,6,3,1,3518,2,3,2,5,3,3,3,26,3,2,1,3,1,1,1,1
1,12,1,4,1934,2,5,2,5,1,2,1,26,3,3,2,3,1,1,1,1
3,27,2,10,8318,2,5,2,2,1,4,1,42,3,1,2,4,1,2,1,0
1,6,1,4,1237,3,3,1,2,1,1,3,27,3,3,2,3,1,1,1,1
3,6,3,4,368,1,5,4,5,1,4,3,38,3,3,1,3,1,1,1,1
2,12,1,1,2122,2,3,3,5,1,2,4,39,3,2,2,2,2,1,2,1
2,24,3,3,2996,1,3,2,3,1,4,2,20,3,3,1,3,1,1,1,0
3,36,3,3,9034,3,2,4,5,2,1,1,29,3,2,1,4,1,2,1,0
1,24,1,3,1585,2,4,4,5,1,3,3,40,3,3,2,3,1,1,1,1
3,18,3,4,1301,2,5,4,3,3,2,4,32,3,3,1,2,1,1,1,1
4,6,1,1,1323,3,5,2,1,1,4,2,28,3,3,2,3,2,2,1,1
2,24,3,1,3123,2,2,4,2,1,1,3,27,3,3,1,3,1,1,1,0
2,36,3,2,5493,2,5,2,5,1,4,1,42,3,1,1,3,2,1,1,1
4,9,3,4,1126,3,5,2,1,1,4,4,49,3,3,1,3,1,1,1,1
3,24,1,4,1216,3,2,4,5,1,4,1,38,1,3,2,3,2,1,1,0
2,24,3,1,1207,2,2,4,2,1,4,3,24,3,2,1,3,1,1,1,0
1,10,3,1,1309,1,3,4,5,3,4,3,27,3,3,1,2,1,1,1,0
4,15,1,2,2360,4,3,2,5,1,2,2,36,3,3,1,3,1,2,1,1
3,15,4,1,6850,3,1,1,5,1,2,3,34,3,3,1,4,2,2,1,0
1,24,3,4,1413,2,3,4,3,1,2,3,28,3,3,1,3,1,1,1,1
1,39,3,2,8588,3,5,4,5,1,2,2,45,3,3,1,4,1,2,1,1
2,12,3,1,759,2,4,4,5,1,2,4,26,3,3,1,3,1,1,1,0
1,36,3,2,4686,2,3,2,5,1,2,1,32,3,1,1,4,1,2,1,1
4,15,3,10,2687,2,4,2,5,1,4,3,26,3,2,1,3,1,2,1,1
3,12,0,4,585,2,3,4,3,2,4,4,20,3,2,2,3,1,1,1,1
1,24,3,1,2255,1,2,4,5,1,1,3,54,3,3,1,3,1,1,1,1
2,6,1,1,609,2,4,4,2,1,3,3,37,3,3,2,3,1,1,2,1
2,6,1,1,1361,2,2,2,5,1,4,4,40,3,3,1,2,2,1,2,1
1,36,1,3,7127,2,2,2,2,1,4,3,23,3,2,2,3,1,2,1,0
2,6,3,1,1203,3,5,3,5,1,2,3,43,3,3,1,3,1,2,1,1
1,6,1,4,700,1,5,4,5,1,4,1,36,3,1,2,3,1,1,1,1
1,24,1,6,5507,2,5,3,5,1,4,1,44,3,1,2,3,1,1,1,1
2,18,3,4,3190,2,3,2,2,1,2,4,24,3,3,1,3,1,1,1,0
2,48,2,3,7119,2,3,3,5,1,4,1,53,3,1,2,3,2,1,1,0
1,24,3,2,3488,3,4,3,2,1,4,2,23,3,3,1,3,1,1,1,1
3,18,3,4,1113,2,3,4,2,3,4,4,26,3,3,1,2,2,1,1,1
3,26,3,2,7966,2,2,2,5,1,3,2,30,3,3,2,3,1,1,1,1
1,15,1,7,1532,3,3,4,2,1,3,2,31,3,3,1,3,1,1,1,1
1,4,1,4,1503,2,4,2,5,1,1,4,42,3,3,2,2,2,1,1,1
2,36,3,4,2302,2,3,4,1,1,4,2,31,3,2,1,3,1,1,1,0
2,6,3,1,662,2,2,3,5,1,4,4,41,3,3,1,2,2,2,1,1
3,36,3,7,2273,2,4,3,5,1,1,2,32,3,3,2,3,2,1,1,1
3,15,3,1,2631,3,3,2,2,1,4,2,28,3,2,2,3,1,2,1,0
1,12,0,2,1503,2,3,4,3,1,4,4,41,3,2,1,3,1,1,1,1
1,24,3,4,1311,3,4,4,3,1,3,3,26,3,3,1,3,1,2,1,1
1,24,3,4,3105,1,2,4,5,1,2,2,25,3,3,2,3,1,1,1,1
4,21,1,7,2319,2,2,2,1,1,1,2,33,3,2,1,3,1,1,1,0
2,6,3,1,1374,1,1,4,2,1,3,3,75,3,3,1,4,1,2,1,1
3,18,1,3,3612,2,5,3,2,1,4,3,37,3,3,1,3,1,2,1,1
2,48,3,1,7763,2,5,4,5,1,4,1,42,1,1,1,4,1,1,1,0
4,18,3,3,3049,2,2,1,2,1,1,3,45,2,3,1,2,1,1,1,1
3,12,3,4,1534,2,2,1,3,1,1,4,23,3,2,1,3,1,1,1,0
1,24,0,1,2032,2,5,4,5,1,4,1,60,3,1,2,3,1,2,1,1
2,30,3,3,6350,1,5,4,5,1,4,3,31,3,3,1,3,1,1,1,0
4,18,3,3,2864,2,3,2,5,1,1,4,34,3,3,1,2,2,1,1,0
1,12,1,1,1255,2,5,4,5,1,4,4,61,3,3,2,2,1,1,1,1
2,24,0,1,1333,2,1,4,5,1,2,4,43,3,1,2,3,2,1,1,0
1,24,1,1,2022,2,3,4,2,1,4,2,37,3,3,1,3,1,2,1,1
1,24,3,4,1552,2,4,3,5,1,1,2,32,1,3,1,3,2,1,1,1
2,12,4,4,626,2,3,4,2,1,4,4,24,1,3,1,2,1,1,1,0
1,48,1,2,8858,1,4,2,5,1,1,1,35,3,1,2,3,1,2,1,1
1,12,1,6,996,1,4,4,2,1,4,4,23,3,3,2,3,1,1,1,1
1,6,4,4,1750,4,5,2,5,1,4,3,45,1,3,1,2,2,1,1,1
2,48,3,4,6999,2,4,1,3,3,1,4,34,3,3,2,3,1,2,1,0
3,12,1,1,1995,3,2,4,5,1,1,2,27,3,3,1,3,1,1,1,1
3,9,3,7,1199,2,4,4,2,1,4,3,67,3,3,2,4,1,2,1,1
3,12,3,4,1331,2,2,2,5,1,1,2,22,2,3,1,3,1,1,1,0
3,18,2,1,2278,3,2,3,2,1,3,2,28,3,3,2,3,1,1,1,0
1,21,2,1,5003,1,3,1,2,1,4,3,29,1,3,2,3,1,2,1,0
2,24,4,3,3552,2,4,3,5,1,4,2,27,1,3,1,3,1,1,1,0
3,18,1,3,1928,2,2,2,5,1,2,4,31,3,3,2,2,1,1,1,0
2,24,3,2,2964,1,5,4,5,1,4,1,49,1,1,1,3,2,2,1,1
2,24,4,4,1546,2,4,4,5,3,4,2,24,1,2,1,2,1,1,1,0
4,6,0,4,683,2,2,2,2,1,1,3,29,1,3,1,3,1,1,1,1
3,36,3,1,12389,1,3,1,5,1,4,1,37,3,1,1,3,1,2,1,0
3,24,0,10,4712,1,3,4,5,1,2,3,37,1,3,2,4,1,2,1,1
3,24,0,4,1553,3,4,3,2,1,2,3,23,3,2,2,3,1,2,1,1
2,12,3,1,1372,2,4,2,1,1,3,2,36,3,3,1,3,1,1,1,0
1,24,1,4,2578,5,5,2,5,1,2,2,34,3,3,1,3,1,1,1,1
3,48,3,4,3979,1,4,4,5,1,1,2,41,3,3,2,3,2,2,1,1
2,48,3,4,6758,2,3,3,2,1,2,2,31,3,3,1,3,1,2,1,0
2,24,3,3,3234,2,2,4,2,1,4,4,23,3,2,1,2,1,2,1,0
1,30,1,4,5954,2,4,3,5,2,2,2,38,3,3,1,3,1,1,1,1
1,24,3,2,5433,1,1,2,2,1,4,3,26,3,2,1,4,1,2,1,1
2,15,3,10,806,2,3,4,2,1,4,3,22,3,3,1,2,1,1,1,1
3,9,3,4,1082,2,5,4,5,1,4,2,27,3,3,2,2,1,1,1,1
1,15,1,3,2788,2,4,2,2,2,3,2,24,1,3,2,3,1,1,1,1
3,12,3,4,2930,2,4,2,2,1,1,4,27,3,3,1,3,1,1,1,1
1,24,1,7,1927,1,3,3,2,1,2,2,33,3,3,2,3,1,2,1,1
3,36,1,1,2820,2,2,4,1,1,4,2,27,3,3,2,3,1,1,1,0
1,24,3,9,937,2,2,4,3,1,3,2,27,3,3,2,2,1,1,1,1
3,18,1,1,1056,2,5,3,5,3,3,4,30,1,3,2,3,1,1,1,0
3,12,1,1,3124,2,2,1,5,1,3,4,49,1,3,2,2,2,1,1,1
1,9,3,3,1388,2,3,4,2,1,2,4,26,3,2,1,3,1,1,1,1
3,36,3,6,2384,2,2,4,5,1,1,1,33,3,2,1,2,1,1,1,0
1,12,3,1,2133,1,5,4,2,1,4,1,52,3,1,1,4,1,2,1,1
2,18,3,3,2039,2,3,1,2,1,4,4,20,1,2,1,3,1,1,1,0
2,9,1,1,2799,2,3,2,5,1,2,4,36,3,2,2,3,2,1,1,1
2,12,3,3,1289,2,3,4,5,3,1,3,21,3,3,1,2,1,1,1,1
2,18,3,5,1217,2,3,4,3,1,3,4,47,3,3,1,2,1,2,1,0
2,12,1,3,2246,2,5,3,5,1,3,3,60,3,3,2,3,1,1,1,0
2,12,1,4,385,2,4,4,2,1,3,4,58,3,3,4,2,1,2,1,1
3,24,0,1,1965,1,3,4,2,1,4,2,42,3,2,2,3,1,2,1,1
1,21,3,10,1572,5,5,4,2,1,4,4,36,1,3,1,2,1,1,1,1
3,24,3,1,2718,2,3,3,2,1,4,3,20,3,2,1,2,1,2,1,0
2,24,4,0,1358,1,5,4,5,1,3,2,40,2,3,1,4,1,2,1,0
3,6,4,1,931,3,2,1,2,1,1,3,32,2,3,1,2,1,1,1,0
2,24,3,1,1442,2,4,4,2,1,4,2,23,3,2,2,3,1,1,1,0
3,24,2,10,4241,2,3,1,5,1,4,4,36,3,3,3,2,1,2,1,0
1,18,1,1,2775,2,4,2,5,1,2,3,31,1,3,2,3,1,1,1,0
1,24,0,10,3863,2,3,1,5,1,2,1,32,3,1,1,3,1,1,1,1
3,7,3,4,2329,2,2,1,2,3,1,4,45,3,3,1,3,1,1,1,1
3,9,3,3,918,2,3,4,2,1,1,3,30,3,3,1,3,1,1,1,0
3,24,4,7,1837,2,4,4,2,1,4,1,34,1,1,1,2,1,1,1,0
1,36,3,3,3349,2,3,4,2,1,2,2,28,3,3,1,4,1,2,1,0
4,10,3,3,1275,2,2,4,2,1,2,3,23,3,3,1,3,1,1,1,1
2,24,4,3,2828,4,3,4,5,1,4,4,22,2,3,1,3,1,2,1,1
1,24,1,10,4526,2,3,3,5,1,2,4,74,3,3,1,4,1,2,1,1
3,36,3,4,2671,3,3,4,2,2,4,1,50,3,1,1,3,1,1,1,0
1,18,3,4,2051,2,2,4,5,1,1,4,33,3,3,1,3,1,1,1,1
1,15,3,2,1300,1,5,4,5,1,4,1,45,1,1,1,3,2,1,1,1
2,12,3,5,741,3,1,4,2,1,3,3,22,3,3,1,3,1,1,1,0
4,10,3,1,1240,3,5,1,2,1,4,1,48,3,1,1,2,2,1,1,0
2,21,3,4,3357,5,2,4,2,1,2,2,29,1,3,1,3,1,1,1,1
2,24,4,2,3632,2,3,1,2,3,4,2,22,1,2,1,3,1,1,2,1
1,18,0,3,1808,2,4,4,2,1,1,4,22,3,3,1,3,1,1,1,0
3,48,2,10,12204,1,3,2,5,1,2,2,48,1,3,1,4,1,2,1,1
3,60,0,4,9157,1,3,2,5,1,2,1,27,3,1,1,4,1,1,1,1
2,6,1,1,3676,2,3,1,5,1,3,4,37,3,2,3,3,2,1,1,1
3,30,3,3,3441,3,3,2,2,2,4,2,21,3,2,1,3,1,1,1,0
1,12,3,1,640,2,3,4,1,1,2,4,49,3,3,1,2,1,1,1,1
3,21,1,10,3652,2,4,2,5,1,3,3,27,3,3,2,3,1,1,1,1
1,18,1,1,1530,2,3,3,5,1,2,3,32,1,3,2,3,1,1,1,0
1,48,3,10,3914,1,3,4,1,1,2,4,38,1,3,1,3,1,1,1,0
2,12,3,3,1858,2,2,4,2,1,1,2,22,3,2,1,3,1,1,1,1
2,18,3,4,2600,2,3,4,5,1,4,1,65,3,1,2,3,1,1,1,0
1,15,3,4,1979,1,5,4,5,1,2,2,35,3,3,1,3,1,1,1,1
4,6,3,3,2116,2,3,2,5,1,2,4,41,3,3,1,3,1,2,1,1
3,9,4,1,1437,3,4,2,5,1,3,1,29,3,3,1,3,1,1,1,0
1,42,1,3,4042,4,3,4,5,1,4,4,36,3,3,2,3,1,2,1,1
1,9,3,7,3832,1,5,1,5,1,4,4,64,3,3,1,2,1,1,1,1
2,24,3,4,3660,2,3,2,2,1,4,2,28,3,3,1,3,1,1,1,1
2,18,4,3,1553,2,3,4,5,1,3,2,44,1,3,1,3,1,1,1,0
3,15,3,4,1444,1,2,4,5,1,1,3,23,3,3,1,3,1,1,1,1
1,9,3,3,1980,2,2,2,2,2,2,2,19,3,2,2,3,1,1,1,0
3,24,3,1,1355,2,2,3,2,1,4,2,25,3,3,1,2,1,2,1,0
1,12,3,7,1393,2,5,4,5,1,4,3,47,1,3,3,3,2,2,1,1
1,24,3,4,1376,4,4,4,2,1,1,2,28,3,3,1,3,1,1,1,1
1,60,0,4,15653,2,4,2,5,1,4,2,21,3,3,2,3,1,2,1,1
1,12,3,4,1493,2,2,4,2,1,3,2,34,3,3,1,3,2,1,1,1
2,42,0,4,4370,2,4,3,5,1,2,3,26,1,3,2,3,2,2,1,0
2,18,3,7,750,2,1,4,2,1,1,4,27,3,3,1,1,1,1,1,0
3,15,3,6,1308,2,5,4,5,1,4,2,38,3,3,2,2,1,1,1,1
1,15,3,7,4623,3,3,3,5,1,2,3,40,3,3,1,4,1,2,1,0
1,24,1,4,1851,2,4,4,3,3,2,2,33,3,3,2,3,1,2,1,1
2,18,1,4,1880,2,4,4,3,1,1,3,32,3,3,2,4,1,2,1,1
1,36,0,10,7980,1,2,4,5,1,4,2,27,3,2,2,3,1,2,1,0
